Target,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,CAT
401.7,4025,2916,1824,2,8,4,1,1,1,1,Yes
597.3,6900,5243,2926,2,14,6,3,1,1,3,Some
400.6,6581,3063,1685,2,7,3,1,1,1,1,No
431.3,5070,3232,1666,2,7,4,1,1,1,1,No
346.3,4043,2464,1410,2,6,3,1,1,1,1,No
388.9,6360,2380,1472,2,6,3,1,1,1,1,No
375.5,6561,2522,1500,2,7,3,1,0,1,1,No
427.3,5356,2494,1344,2,6,3,1,1,1,1,No
442.6,5530,3630,1646,1,7,4,2,1,1,1,Yes
552.9,5500,4842,2504,2,11,5,2,1,1,1,No
393.8,5293,2492,1456,2,7,3,1,1,1,1,No
558.1,9481,3863,2101,2,8,4,1,1,1,1,Yes
546.8,7447,3498,2220,2,7,3,1,1,1,1,No
457.1,6459,2392,1214,1.5,7,3,2,0,1,1,Yes
479.3,7723,2859,1786,2,7,3,1,2,1,1,No
396.5,7020,2595,1584,2,7,4,1,0,1,1,No
404.3,6489,2956,1696,2,8,3,1,0,1,1,No
364.2,5000,2216,1435,2,6,3,1,1,1,0,No
538.7,4989,4631,2610,2,9,4,2,0,1,2,Some
550.3,8450,3222,1911,2.5,8,5,1,1,1,0,Yes
376.1,3836,3020,1648,2,8,5,1,1,1,1,Some
663.2,10504,6539,4653,3,12,8,2,2,1,3,No
475.8,5455,3504,1859,2,7,3,1,1,1,1,Yes
469.3,6125,3118,1940,2,8,3,1,1,1,1,Yes
463.7,5000,4047,2592,2.5,9,5,1,1,1,1,No
533.8,6500,5182,3264,2,9,4,1,1,1,1,No
371,5356,2438,1440,2,7,3,1,1,1,1,No
444.3,5496,3342,2135,2,8,3,1,1,1,1,Some
470.7,5595,3532,1904,1.5,7,4,3,0,2,1,No
398.6,5024,2506,1576,2,7,3,1,1,1,0,No
439.2,5217,4023,2278,2,7,4,1,0,1,1,No
418.3,5286,2749,1666,2,7,4,1,2,1,1,No
473.3,6059,2875,1530,2,9,3,2,1,1,1,No
496,12978,2652,1568,2,7,3,1,1,1,1,No
644.4,7143,5177,3024,2,9,4,2,1,1,1,No
429,7218,3000,1752,2,7,4,1,1,1,1,No
306.8,3401,2820,1414,1.5,7,3,2,0,1,1,No
583.1,8800,5221,2931,2,10,5,1,1,1,0,No
401.5,5710,2604,1664,2,7,2,1,1,1,1,No
345.5,5000,3422,1957,2,10,4,1,1,1,0,No
660,13650,5192,2640,2,13,7,2,1,1,2,Yes
530.6,8650,4726,2866,2,10,5,2,1,1,1,Some
366.5,3873,2339,1350,2,7,3,1,1,1,1,No
322.2,5300,2648,1360,1.5,6,3,2,0,1,1,No
573.3,7622,3739,1980,2,9,5,2,1,1,1,Some
427.9,5152,2742,1562,2,7,3,1,1,1,0,No
295.2,6148,2642,1201,1,6,2,1,0,1,0,No
447.3,6687,3692,2132,2,7,4,1,1,1,1,No
483.8,8412,3073,1665,2,7,4,1,1,1,1,No
555.8,12978,4299,2262,2,8,4,1,1,1,1,Yes
406.6,5217,2876,1734,2,8,4,1,1,1,1,No
582.8,13150,5684,3238,2,10,5,1,1,1,2,No
297.7,7326,1862,768,1,4,1,1,0,1,1,No
414.2,4112,4054,2266,2,9,5,1,1,1,1,No
542.8,7125,4775,2656,2,8,5,2,0,1,1,Yes
416,6028,2777,1834,2,7,3,1,1,1,2,No
419.3,6480,3094,1443,2,7,3,1,1,1,1,No
510.2,8986,3840,2173,2,7,3,1,1,1,2,No
554.9,20046,5264,3002,2,8,5,2,1,1,2,No
503.6,8535,3550,2228,2,8,4,2,0,1,1,Yes
538.3,12978,2965,1858,2,7,3,2,1,1,1,Yes
488.9,8592,3159,1746,2,6,3,1,1,1,1,Yes
384,5843,2593,1572,2,7,3,1,1,1,0,No
493.1,11310,3524,1990,2,7,3,1,1,1,1,No
420,4500,3986,2176,2,8,4,1,0,1,1,No
365.5,4440,2660,1600,2,7,3,1,1,1,1,Yes
379.1,5545,2857,1829,2,9,4,1,0,1,1,No
499.9,5300,3952,2134,2,8,5,2,1,1,1,Yes
593.5,8580,6075,3382,2,10,5,2,1,1,1,No
444.7,5280,2400,1472,2,7,3,1,1,1,1,No
352.9,4591,3514,2110,2,6,3,1,0,1,1,No
593.2,11466,2570,1684,2,8,4,2,0,1,1,Yes
631.9,8210,4557,2678,2,9,4,1,1,1,1,No
418.2,7146,3198,1864,2,7,4,2,1,1,1,No
371.9,4842,2480,1480,2,6,3,1,1,1,1,No
417.7,4797,3752,2059,2,7,4,1,0,1,1,No
499.7,15344,3138,1768,2,7,4,1,1,1,1,No
423.9,14420,2528,1146,1,5,2,1,0,1,0,Yes
373.8,4849,2452,1400,2,6,3,1,1,1,1,No
375,6250,2947,1861,2,7,4,1,1,1,0,No
493.8,4500,3996,2233,2,8,5,1,2,1,1,No
448.2,8096,2488,1450,2,7,3,2,1,1,1,No
491.4,8190,3120,1801,2,7,3,1,1,1,1,Some
392.3,11069,2404,1306,1.5,6,2,1,1,1,1,No
302.3,5500,2304,1116,1,6,2,1,0,1,1,Some
457.8,5950,4270,2491,2,8,3,1,1,1,1,No
426.7,6547,2576,1368,2,6,3,1,1,1,1,Some
639.4,16952,4659,2972,2,9,4,1,2,1,1,No
577.7,5437,6619,3117,2,10,4,2,1,1,2,Yes
531.5,6673,4228,2669,2.5,10,4,1,1,1,1,Yes
420.1,10906,2548,1428,2,6,2,1,1,1,0,No
581.7,13637,4985,3026,2,8,4,3,0,1,0,Yes
435.5,4592,3994,2294,2,8,5,1,0,1,1,No
507.8,10129,4604,2603,2,8,5,2,0,1,1,No
623.1,14859,4402,2690,2.5,9,4,1,1,1,1,Some
352.1,6250,2884,1648,2,7,3,1,1,1,0,No
345.2,6752,2318,1101,1,5,3,1,0,1,1,No
414.2,5134,3408,1965,2,6,3,1,1,1,1,No
625,8525,3964,2224,2,9,3,2,1,1,2,No
538,9000,3166,2072,2,8,3,1,1,1,1,No
518.8,5500,3760,2168,2,9,4,3,0,1,0,Yes
774.1,11970,6110,3180,2,12,6,2,2,1,2,No
329.5,4000,2612,1470,2,7,3,1,1,1,0,No
414.1,5000,3954,2219,2,8,4,1,1,1,1,No
384.1,5712,2599,1314,1.5,6,3,1,1,1,1,No
373.7,4464,2491,1643,2,7,3,1,1,1,2,No
375.9,4475,1992,1248,2,6,3,1,0,1,1,Some
395.3,5817,2513,1448,2,7,3,1,0,1,1,Yes
464,5100,2978,1870,2,8,4,2,0,1,1,No
375.9,5000,3596,1837,2,7,3,1,1,1,0,Yes
503.1,12024,4258,2445,1.5,9,5,1,2,1,0,No
366.6,5000,2113,1270,2,8,4,1,0,1,1,No
409.4,11008,3041,1680,1.5,7,3,1,1,1,1,No
375.2,5500,2956,1768,2,8,4,1,1,1,0,Some
333.5,6250,3145,1740,2,8,5,2,0,1,0,Some
474.2,5134,3469,2104,2,8,3,1,1,1,1,Some
463,4792,3453,1972,2,7,3,1,0,1,1,Yes
503.6,10875,4406,2459,2,7,3,1,0,1,1,No
416.5,5506,2712,1700,2,7,3,1,1,1,1,Yes
482.5,9000,3079,1868,2,9,3,1,1,1,1,No
399.1,5500,2898,1680,2,6,3,1,1,1,1,No
394,4845,2991,1665,2,7,3,1,1,1,1,Yes
381.5,4633,2312,1440,2,6,3,1,0,1,0,Yes
468.9,10500,3940,1819,1,7,3,1,0,1,1,No
220.9,3000,1812,840,1,5,2,1,0,1,0,No
469.8,4700,3978,2499,2,8,4,1,1,1,1,Some
618.4,11200,4048,2309,2,8,4,2,2,1,1,Yes
392.4,5000,2914,1596,2,6,3,1,1,1,1,No
532.8,10225,5160,2870,2,9,4,2,0,1,1,No
347.3,4010,2538,1569,2,8,3,1,0,1,0,Some
359.7,5500,2272,1300,2,6,3,1,0,1,1,No
347.8,4122,2267,1394,2,6,3,1,0,1,1,No
432.3,7501,3426,1707,2,7,3,1,1,1,0,No
448.2,21933,3418,1540,1,6,3,1,1,1,1,Yes
540.9,9000,5167,2794,2,9,5,1,1,1,1,No
530.3,10000,4628,2908,2,11,6,1,1,1,1,No
308.3,5500,2202,1020,1,5,2,2,0,1,0,No
426.5,4700,3319,1815,2,8,4,1,1,1,1,No
340.3,4131,2196,1160,1.5,6,3,1,0,1,1,No
644.1,12000,5180,3048,2,10,6,1,0,1,1,Some
289.3,4072,1982,936,1,5,2,1,1,1,0,No
419.7,4700,3676,1999,2,5,3,1,1,1,1,No
384,4122,2262,1578,2,7,3,2,1,1,1,Yes
382,4590,2505,1508,2,7,3,1,1,1,0,No
478.3,6005,2856,1792,2.5,8,3,2,0,1,0,Some
488.2,10500,2846,1828,2,8,3,1,0,1,1,No
459.2,9000,3179,1861,2,9,3,2,0,1,1,Some
368.2,5500,2900,1640,2,7,3,1,1,1,1,No
469.7,6385,4319,2427,2,9,6,1,1,1,1,No
475,9916,2324,1486,2,7,3,1,1,1,1,No
659.7,7350,4440,2878,2.5,9,6,2,1,1,2,Yes
462.8,5000,4586,2437,2,8,4,1,1,1,1,No
658.7,18288,5698,3613,2.5,13,5,1,1,1,1,No
307.7,5500,2190,936,1,5,2,1,0,1,0,No
410.9,4700,2822,1586,2,12,3,2,1,1,1,No
481.4,12449,3464,2176,2,8,4,1,1,1,1,No
385.8,10925,2734,1127,1,5,2,2,0,1,1,No
265,4080,2170,962,1,5,2,1,0,1,0,No
500.1,6141,2693,1890,2,7,3,1,1,1,1,Yes
473.9,7500,4881,2652,2,7,4,1,1,1,2,No
303.9,3643,2333,1344,2,6,3,1,0,1,0,No
436.3,4700,4263,2321,2,9,4,1,1,1,0,Some
388.1,5680,3236,1964,2,9,3,1,0,1,0,No
528.9,6035,4012,2384,2,7,3,2,1,1,1,Yes
480.9,7124,4064,1893,1.5,8,3,1,1,1,1,No
491.9,8014,3350,1979,2,8,3,1,1,1,1,Some
604.7,10500,3854,2242,2,8,4,2,1,1,1,Yes
279.1,4080,2059,1118,1,6,3,1,0,1,0,No
739.7,14475,6733,3714,2,11,4,2,2,1,2,Yes
465.5,6840,3840,2178,2,9,6,1,2,1,1,No
424.4,10500,3248,1512,1,6,2,1,1,1,1,No
362.5,5500,2630,1556,2,7,3,1,1,1,1,No
445.6,5000,3700,2255,2,9,6,1,1,1,0,No
421.9,10413,2628,1298,1,5,2,1,1,1,1,No
474.03,9811,4051,2426,2,9,5,3,0,1,2,Yes
593.5,18600,4870,1988,1,6,2,2,0,1,1,Some
490.8,4700,4432,2415,2,9,5,2,1,1,1,Yes
472,7000,3120,1887,2,9,6,2,0,1,1,No
336.1,5355,3336,1529,1,6,3,2,0,1,1,No
315,8502,1912,876,1,5,3,1,0,1,1,Some
305.1,6120,2256,1040,1,5,2,1,0,1,1,No
398,4700,2432,1501,2,8,3,1,0,1,1,No
301.9,3000,2556,1387,1.5,6,2,1,1,1,1,No
464.4,5676,4018,2253,2,7,2,1,1,1,1,No
401.2,4700,1952,1570,2,6,3,1,1,1,1,No
360.3,5500,2638,1521,1.5,7,3,1,1,1,1,No
336.9,3652,2093,1344,2,6,3,1,0,1,0,No
434.6,9980,2678,1584,2,7,3,1,1,1,0,No
542,10911,3031,2047,2,9,5,2,1,1,1,Some
325.5,6875,3070,1540,1,7,3,2,0,1,0,No
403.9,10500,4044,2036,2,8,3,2,0,1,0,Some
354.7,5768,2880,1816,2,7,3,2,0,1,0,No
468.2,6120,2921,2098,2,9,4,1,1,1,1,Yes
419.04,10875,3314,1683,1.5,7,4,2,0,1,1,Some
666.4,12500,4304,2500,2,10,5,3,1,1,2,Some
300.5,5500,2185,1008,1,6,1,1,0,1,0,No
472.3,4700,4240,2592,2.5,9,6,2,1,1,1,Yes
514.3,5500,4426,2633,2,9,4,2,1,1,1,Yes
297.1,3000,2156,1075,1,6,3,1,0,1,1,No
745.7,11730,5836,3405,2,9,4,2,1,1,3,Some
402.1,6875,3806,2150,2,9,5,2,0,1,1,No
368.9,5000,2892,1710,2,8,4,1,1,1,0,No
460.4,4700,5684,2736,2,8,4,1,1,1,1,No
617.6,5170,4756,2742,2,11,6,1,1,1,1,No
530.8,10500,2424,1556,2,7,4,2,1,1,1,Yes
510.6,3798,4148,2269,2,9,4,2,1,1,1,Yes
434.9,6149,3947,2573,2,8,4,2,0,1,0,No
445,4700,3639,2001,2,7,3,1,1,1,1,No
419.7,5000,3136,1810,2,8,5,1,0,1,0,Yes
383,3668,2672,1542,2,7,3,1,1,1,0,No
453.3,11479,2408,1488,2,6,2,1,0,1,1,No
460,9379,2320,1470,2,8,3,2,1,1,1,Yes
386.4,10847,3450,1201,1,7,2,2,0,1,0,No
449.7,10500,2663,1427,2,6,3,1,1,1,1,No
357.4,5500,2473,1008,1,6,3,1,0,1,0,No
372.7,4146,3580,2040,2,9,4,1,0,1,1,No
390.2,6000,2736,1688,2,7,3,1,1,1,1,No
484.5,6238,3940,2326,2,9,4,2,0,1,2,Some
471.3,7500,3378,2136,2,9,4,1,1,1,1,Yes
444.5,9000,2673,1650,2,7,3,1,1,1,0,No
477.1,6875,3187,1884,2,7,4,1,1,1,1,Yes
559.5,5316,4261,2416,2,9,4,1,1,1,1,No
417.3,5000,2990,1808,2,8,5,1,1,1,1,Some
418.1,9779,2608,1525,2,6,3,1,0,1,1,Some
421,4700,3942,2155,2,8,5,2,1,1,1,No
382.4,13628,1759,858,1,5,2,1,0,1,0,Yes
342.5,5500,2788,1428,1.5,6,3,2,0,1,1,Some
511.5,10531,4997,2781,2,12,5,1,2,1,1,No
429,9250,2805,1591,2,8,3,1,0,1,1,No
470.2,10500,3758,1781,1.5,6,3,2,0,1,1,No
340.2,3551,3917,2108,2,8,4,1,1,1,0,No
349.8,5000,2518,1176,1,6,3,1,0,1,0,No
420,4700,3715,1941,1.5,8,4,1,1,1,1,Yes
397.1,5000,3014,1878,2,11,6,2,0,1,1,No
599.5,7533,3668,2144,2,8,3,1,1,1,1,Some
439.8,5300,3983,2179,2,8,5,1,1,1,1,Some
416.1,8630,2409,1594,2,7,3,1,1,1,1,No
527.4,7000,4622,2659,2,7,3,1,0,1,0,Yes
343.1,2907,3426,1935,2,8,4,1,0,1,0,No
494.4,15000,3847,2054,2,7,3,1,1,1,0,No
426.9,6500,3558,2014,2,8,4,2,0,1,0,Some
823.7,28900,5499,2925,2,12,5,2,1,1,2,No
285.7,7475,1882,861,1,6,3,1,1,1,0,No
354,5000,2520,1440,2,7,4,1,1,1,1,Yes
338.6,5000,2646,1512,2,7,4,1,0,1,0,No
548.7,11070,5993,3291,2,10,5,2,0,1,2,No
437.3,5477,4118,2278,2,9,4,2,0,1,1,No
443,6000,3028,2128,2,7,4,1,1,1,1,Yes
468.6,10542,2820,1719,2,8,4,1,1,1,1,No
348.1,6000,2080,1300,2,6,2,1,0,1,1,Some
512.7,8214,3730,2148,2,9,6,2,1,1,1,No
486.8,5000,3755,2116,2,8,4,2,1,1,0,Yes
298.9,5062,2332,1098,1,4,3,1,0,1,0,No
408.3,10762,2686,1627,2,6,3,1,1,1,0,No
351.6,5720,2262,1384,2,6,3,1,0,1,1,No
428.2,7500,3132,1923,2,7,4,1,1,1,1,No
505.5,7165,3894,2150,2,10,4,2,1,1,1,No
362.4,3900,3864,2018,2,10,4,2,0,1,0,No
422.3,6719,3797,2212,2,8,3,1,1,1,0,No
454.6,6000,3168,1752,2,9,4,2,2,1,0,Yes
300.7,5867,1736,820,1,8,4,1,1,1,0,No
403.3,3078,3654,2145,2,8,4,1,1,1,0,Yes
503.6,12906,4838,3020,2.5,10,6,3,0,1,0,No
392.3,4942,3290,2025,2,7,3,1,0,1,0,No
352.1,7000,2383,1390,2,7,4,1,0,1,0,No
345.4,4500,2576,1346,1.5,6,2,2,0,1,1,Some
448.3,5339,3932,2134,2,9,4,1,1,1,1,No
609.8,10882,3943,2390,2.5,10,5,2,1,1,0,Yes
422.3,6000,2830,1800,2,8,5,1,1,1,1,No
550,10500,3246,2064,2,8,4,2,0,1,1,No
381.9,7430,2526,1404,2,6,4,1,0,1,0,No
406.1,10734,2445,1577,2,7,3,1,0,1,0,No
283.1,5590,2436,1090,1,6,3,1,0,1,0,No
827.3,34261,6477,4100,2.5,12,6,2,2,1,3,No
522.2,10500,3611,2257,2,9,4,1,1,1,1,No
289,3499,2250,1381,2,6,3,1,0,1,0,No
324.5,3310,2795,1604,2,7,4,1,1,1,0,No
411.4,4981,2490,1374,2,9,3,1,1,1,1,No
392.2,6250,3588,1714,1.5,7,3,2,0,1,1,Some
395.2,2503,3056,1767,2,9,4,1,1,1,0,Yes
481.1,10000,2905,1900,2,8,2,2,1,1,0,Yes
482.9,9917,4093,2304,2,8,4,1,1,1,2,No
569.6,10137,3438,2016,2,8,4,2,1,1,1,Yes
401.1,6003,2448,1560,2,7,3,2,0,1,1,Yes
369.3,5000,2634,1676,2,6,3,1,0,1,0,No
480,4829,2631,1716,2,9,3,2,1,1,1,Yes
531.5,10756,5124,2889,2,10,4,1,1,1,1,No
424.8,6500,4190,2471,2,10,7,2,1,1,0,No
473.7,10113,2883,1789,2,8,3,1,1,2,1,Yes
368.9,5720,3880,1692,1,8,3,2,0,1,1,No
445,6250,3793,2172,2,8,5,2,1,1,1,No
366.8,3360,2564,1560,2,6,3,1,0,1,1,No
366.9,5488,2655,1500,2,7,4,1,1,1,1,No
341,6634,1962,1265,2,5,3,1,0,1,0,No
447.5,11580,3188,1596,2,7,3,1,1,1,1,No
342.2,3888,2155,1300,2,6,3,2,0,1,1,No
473,8058,3541,2224,2,8,4,1,1,1,1,Some
439.9,5050,4314,2509,2,8,4,1,1,1,1,No
358.6,5225,2754,1459,1.5,7,3,2,1,1,1,No
494.3,10000,3699,2240,2,8,3,1,0,1,1,Some
514.8,9800,4526,2593,2,9,3,1,1,1,1,No
537,8469,3126,1948,2,7,3,3,1,1,1,No
279.1,5258,2237,1046,1,6,4,1,0,1,0,No
334.4,5008,2719,1550,2,5,3,1,1,1,0,No
427.2,5488,2200,1440,2,7,3,1,1,1,1,Yes
474,8192,4616,2443,2,9,4,1,1,1,1,No
659.015,6500,6406,3351,2,9,4,2,1,1,1,No
354.6,6863,2744,1414,1.5,6,2,1,1,1,1,No
421.7,8750,3700,1905,2,7,3,2,0,1,1,No
316.4,5000,2179,1305,2,5,3,1,0,1,0,No
391.7,5068,2632,1476,2,8,4,1,1,1,1,No
498.7,11905,3030,1817,2,7,3,1,0,1,0,No
522.4,7179,3126,1948,2,7,3,2,2,1,1,No
651.4,7290,4129,2552,2,10,4,1,1,1,1,No
361.9,3862,2290,1200,2,7,3,2,0,1,1,Some
332.9,5009,2602,1534,2,8,4,1,0,1,0,No
436.3,5362,2479,1575,2,7,3,2,1,1,1,No
465.2,6500,4907,2877,2,10,6,2,1,1,0,No
622.8,8416,5374,3085,2,10,5,2,1,1,3,Yes
442.9,5582,2736,1726,2,10,3,1,1,1,1,Some
343.6,6090,2798,1459,1.5,6,2,2,0,1,0,No
397,6022,2328,1568,2,7,4,1,1,1,1,No
341.8,5500,3082,1344,1,5,2,1,1,1,1,No
874.7,10500,5402,3500,2.5,10,4,3,1,1,2,Yes
470.2,5112,2490,1593,2,7,3,2,1,1,1,No
301.1,5223,2044,1212,2,5,2,1,0,1,0,No
507.7,10500,3461,2088,2,7,3,2,0,1,0,No
308,3838,1891,1200,2,5,3,1,0,1,0,No
416.6,6531,3216,1716,1.5,7,3,2,0,1,1,No
579.5,12246,4138,2414,2,11,4,2,1,1,0,Yes
480,7200,3207,1930,2,7,3,1,1,1,1,Yes
352.8,4823,3475,1456,1,8,3,1,0,1,1,No
478.8,5206,2482,1576,2,6,3,2,1,1,1,Yes
359.6,5500,2377,1350,2,6,3,1,0,1,0,No
505.3,10000,4458,2762,2,12,6,2,1,1,0,Yes
321.4,5500,2098,960,1,5,2,1,0,1,1,No
778.2,15900,5642,3404,2.5,9,3,3,0,1,3,Yes
346.1,4300,1921,1272,2,5,3,1,1,1,1,No
504.5,15039,4033,2233,2,10,7,2,0,1,0,No
326.9,5499,2803,1247,1,5,3,2,0,1,1,No
346.9,3812,2216,1352,2,8,3,1,1,1,1,Yes
626.7,10500,5883,3046,2,9,3,1,1,1,1,No
410,5250,3269,1842,2,7,4,1,1,1,0,Yes
576.2,8233,6109,3802,2.5,10,6,2,0,1,1,No
485.6,14375,2697,1750,2,7,3,1,1,1,1,Yes
598,11048,5657,3301,2,8,4,1,1,1,0,No
378.4,6199,2654,1459,1.5,7,3,1,1,1,1,No
518.9,7170,3744,2130,2,10,4,1,1,1,1,No
402.3,5000,2903,1840,2,8,4,2,0,1,0,No
384.7,5000,3170,1767,2,6,3,1,0,1,1,No
368,3787,2236,1456,2,8,3,2,1,1,0,No
496.1,5171,3352,1872,2,7,3,2,1,1,1,No
354,5000,2636,1473,2,6,3,1,1,1,0,No
414.5,6000,2466,1470,2,6,3,1,1,1,1,No
661.8,11200,4562,2808,2,9,5,4,0,1,0,Yes
598.1,12927,3303,1818,2,8,4,1,1,1,0,No
346.8,6041,2488,1075,1,5,2,1,0,1,1,No
484.6,6000,4473,2530,2,8,3,1,1,1,0,No
348.9,5867,3002,1459,1.5,7,3,2,0,1,1,No
538.4,13889,4811,2770,2,8,4,1,1,1,2,No
534,10836,4520,2532,1.5,10,5,2,1,2,0,Yes
445.6,4875,3020,2007,2,9,4,1,1,1,0,Yes
377.6,4599,2861,1790,2,7,4,2,0,1,1,Some
671.9,7820,4169,2374,2,9,5,2,1,1,1,Some
342.7,5500,3384,1456,1,6,2,1,0,1,1,No
705.4,26825,8037,3527,2,9,4,2,1,1,1,No
348.3,3762,2184,1344,2,7,3,1,1,1,0,Yes
446.2,7867,2461,2004,1,8,4,1,1,1,1,No
445.7,6765,2356,1361,2,7,3,1,1,1,1,Some
390.4,6592,2592,1530,1.5,7,3,1,0,1,1,No
449.4,5760,3923,2184,2,7,4,1,1,1,1,No
342.4,5235,2548,1372,1.5,9,4,2,0,1,0,No
368.9,5185,2646,1698,2,6,3,1,0,1,0,No
343,4875,2444,1439,2,7,4,1,1,1,0,No
448,7400,4108,2329,2,8,4,1,1,1,1,No
475.3,10000,4140,2490,2,10,4,2,1,1,0,Yes
364,5535,2702,1414,1.5,6,3,1,2,1,1,No
474.1,9030,3541,2060,2,9,4,1,1,1,0,Yes
326.8,3975,2585,1444,2,8,3,1,1,1,0,No
456.8,4487,4021,1980,2,9,4,1,1,1,1,No
359.8,3850,2355,1379,2,7,3,1,1,1,1,No
347.8,9072,1742,1298,2,7,4,2,0,1,0,Some
399.2,6215,2402,1323,2,6,3,1,1,1,2,No
417.7,7330,2712,1590,2,7,4,1,1,1,1,No
567.9,12080,3939,2265,2,12,5,2,1,1,1,Yes
422.1,2466,3631,1712,1,7,2,1,1,1,1,Some
300.4,5500,2164,1040,1,5,2,1,0,1,1,No
459.1,10000,3595,2174,2,9,4,1,1,1,0,No
353.2,6856,2733,1414,1.5,6,3,1,1,1,1,No
548.1,10500,3591,2193,2,8,4,1,1,1,1,No
415.8,6329,2956,1393,1,7,3,3,0,1,1,Yes
574.4,10720,4282,2361,2,8,4,2,0,1,0,Some
328.9,3712,2459,1425,2,6,3,1,1,1,1,No
309.6,5810,1750,1078,2,5,2,1,1,1,0,No
339,5050,2748,1414,1.5,6,2,1,1,1,1,No
526.3,10000,4392,2806,2.5,11,5,2,0,1,1,No
478.2,6980,4144,2213,2,9,4,3,0,1,1,No
363.5,4400,2189,1058,1,8,4,1,1,1,2,No
458.8,5500,3584,2016,2,10,3,1,1,1,1,No
433.2,6728,3616,2032,2,8,3,1,1,1,1,No
432.6,8830,3068,2130,2,8,4,1,1,1,0,Yes
484.3,10569,4653,2412,2,8,3,1,1,1,1,No
511.3,13950,4173,2278,2,9,5,2,0,1,1,No
336.3,4900,2597,1568,2,7,3,1,0,1,0,No
400.9,6100,3934,2205,2,8,3,1,1,1,0,No
417.3,7610,3068,1290,1,5,2,1,2,1,2,No
367,5500,3212,1456,1,9,3,2,1,1,1,No
332.4,6375,2130,1372,2,7,3,1,0,1,0,No
442.3,3750,2754,1859,2,8,3,2,0,1,1,Yes
433.8,5516,4380,2442,2,8,5,2,0,1,0,No
357.6,6750,2431,1536,2,7,3,1,1,1,1,No
394,8979,3123,1904,2,8,4,2,0,1,0,Some
337.1,3687,2247,1349,2,8,3,1,1,1,1,No
314.9,5714,1750,1078,2,5,3,1,1,1,0,No
446.3,7178,4038,2164,2,9,6,1,1,1,1,No
313,4534,2250,900,1,5,2,1,0,1,0,No
480.4,5201,3544,1920,2,7,4,1,1,1,1,No
386.7,5962,3329,1661,2,6,2,1,0,1,0,No
307.5,5036,2393,1160,1,5,3,1,0,1,1,No
645.7,10569,4760,2933,2,11,5,3,0,1,1,No
370,6065,3100,1942,2,7,3,1,0,1,0,No
354.6,3936,2712,1272,1,6,3,1,1,1,1,No
348.7,5643,2697,1459,1.5,6,2,1,1,1,1,No
356.9,5500,2376,1365,2,8,3,1,0,1,1,No
362.1,6999,2888,1556,2,8,4,1,1,1,1,No
330.5,6163,2520,1260,1,6,2,1,0,1,1,No
444.6,6375,3799,1926,2,9,5,1,1,1,0,Yes
286.9,3338,2328,1090,1,5,3,1,0,1,1,No
304.4,3662,2400,1400,2,7,3,1,0,1,0,No
465.7,7250,4753,2319,2,9,4,2,1,1,0,Yes
409.6,5139,3354,1960,1.5,8,4,1,1,1,1,No
523.1,10708,4418,2257,2,9,3,2,1,1,1,No
614.6,7975,3680,2024,2,7,4,2,1,1,1,Yes
386.8,4725,2620,1632,2,7,3,1,1,1,1,No
560.2,15690,5052,2780,2,11,6,2,0,1,1,No
427.1,5351,3292,1843,2,8,4,1,1,1,1,No
374.7,3800,2779,1585,2,8,3,1,0,1,0,No
381,5500,3159,1769,2,7,4,1,1,1,1,No
308.9,6000,2148,1064,1,5,2,1,0,1,1,No
590.2,8637,5242,2246,1,7,2,1,1,1,2,No
333.4,4412,2551,1404,2,6,3,1,0,1,0,No
311.4,5304,2379,1189,1,6,3,1,1,1,1,No
336.7,3700,2304,1120,1,6,3,1,1,1,0,No
649.6,19015,3575,2921,2,9,5,3,1,1,3,No
453.5,6375,3288,1917,2,7,6,1,1,1,0,Yes
376.4,7293,2749,1553,2,8,4,1,1,1,0,Some
343,3637,2332,1464,2,7,3,1,1,1,0,No
366.5,6041,2486,1148,1,6,2,1,0,1,1,No
454.5,10405,3684,1956,2,8,3,1,1,1,1,No
376.4,6045,2250,1360,2,7,3,1,1,1,1,No
386.1,5718,2382,1406,2,7,4,2,0,1,0,No
413.9,7875,4203,2408,2,8,4,2,0,1,0,No
460.1,9716,3428,2036,2,9,4,1,1,1,0,Yes
713.3,10150,5977,3393,2,10,7,2,2,1,1,Yes
375.9,7325,2319,1541,2,7,3,1,0,1,1,No
730.1,8631,5722,3250,2,12,5,2,1,1,2,No
493.68,5500,3731,2344,2,7,3,2,1,1,1,Yes
599.7,8040,5406,3112,2,12,4,1,1,1,1,No
420.1,5554,3004,1488,2,6,3,1,1,1,1,No
488,4479,4023,2324,2,9,3,1,1,1,1,No
571.4,6375,3576,1946,2,7,5,2,1,1,1,No
349.5,4779,2680,1414,1.5,6,3,1,1,1,1,No
300.4,5000,1976,988,1,5,3,1,1,1,1,No
342.1,3612,2674,1576,2,6,3,1,1,1,1,No
382.7,7154,3053,1622,2,8,3,1,1,1,0,No
533.7,11714,3305,2041,1.5,7,3,1,1,1,0,Yes
366.2,4205,2396,1472,2,7,4,1,0,1,1,No
385.6,5682,4368,2039,1,9,4,2,0,1,0,No
321.3,6300,2594,1237,1,5,2,1,1,1,1,No
537.4,5261,5301,2773,2,9,4,1,1,1,1,Yes
269.2,3800,1956,936,1,5,2,1,0,1,0,No
457.6,4622,4100,2303,2,7,3,2,1,1,2,Some
386.1,5500,3410,1383,1,9,4,2,0,1,1,Yes
